"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1040","Personalized cups, plastic tumbler, Custom Stadium Cup, 7 colors, party favors, bridal.. https://t.co/f64raePDFC… https://t.co/sqCHEDAMge",FALSE,0,NA,2017-02-16 03:21:11,TRUE,NA,"832067272420257797",NA,"<a href=""https://around.io"" rel=""nofollow"">Around.io</a>","vineandwhimsy",0,FALSE,FALSE,NA,NA
"1041","RT @byalienmeans: #valentinesday mood https://t.co/tdUfVijQsV",FALSE,0,NA,2017-02-16 03:21:09,FALSE,NA,"832067264895606784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Joes_Legit",2,TRUE,FALSE,NA,NA
"1042","RT @DjIso10: @DishPatani 
<U+0915><U+094C><U+0928> <U+0924><U+0941><U+091D><U+0947> <U+092A><U+094D><U+092F><U+093E><U+0930> <U+0915><U+0930><U+0947><U+0917><U+093E> <U+091C><U+0948><U+0938><U+0947> <U+092E><U+0948><U+0902> <U+0915><U+0930><U+0924><U+093E> <U+0939><U+0941><U+0964>
#HappyValentinesDay2017 
#ValentinesDay https://t.co/v2G7Pe0uUM",FALSE,0,NA,2017-02-16 03:21:08,FALSE,NA,"832067258591674368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","neeti_ns",50,TRUE,FALSE,NA,NA
"1043","RT @DjIso10: <U+0932><U+0917> <U+091C><U+093E> <U+0917><U+0932><U+0947> <U+0915><U+0947> <U+092B><U+093F><U+0930> <U+092F><U+0947>
<U+0939><U+0938><U+0940><U+0902> <U+0930><U+093E><U+0924> <U+0939><U+094B> <U+0928><U+093E> <U+0939><U+094B>
<U+0936><U+093E><U+092F><U+0926> <U+092B><U+093F><U+0930> <U+0907><U+0938> <U+091C><U+0928><U+092E> <U+092E><U+0947><U+0902>
<U+092E><U+0941><U+0932><U+093E><U+0915><U+093C><U+093E><U+0924> <U+0939><U+094B> <U+0928><U+093E> <U+0939><U+094B>
<ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>
#ValentinesDay",FALSE,0,NA,2017-02-16 03:21:07,FALSE,NA,"832067254946844672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","neeti_ns",54,TRUE,FALSE,NA,NA
"1044","RT @Prettyclipsgb: Stunning Hair Accessories From https://t.co/rqiW0M3q8I #ValentinesDay #handmade #gifts #hair #FlockBN #SmallBusiness #gi…",FALSE,0,NA,2017-02-16 03:21:07,FALSE,NA,"832067254342864896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KARDSandGifts",35,TRUE,FALSE,NA,NA
"1045","RT @LouisT91Updates: <ed><U+00A0><U+00BD><ed><U+00B3><U+00B2> | Bloopers for the #ValentinesDay messages. Catch Louis around 00:27 <ed><U+00A0><U+00BD><ed><U+00B8><U+009D><ed><U+00A0><U+00BD><ed><U+00B8><U+009D>. Wishing love ! 

Feb 14, 2017 • ©@iHeartRad…",FALSE,0,NA,2017-02-16 03:21:05,FALSE,NA,"832067248592404481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BooYhuModest",3747,TRUE,FALSE,NA,NA
"1046","RT @UNVolunteers: This #ValentinesDay say ""I DON'T""! <U+2192> https://t.co/cFPWAdfNvn  #IDONT @UNFPA https://t.co/7wCF2CcRks",FALSE,0,NA,2017-02-16 03:21:05,FALSE,NA,"832067246084100098",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sumanamindcare1",21,TRUE,FALSE,NA,NA
"1047","There's still time! Enter to win a box stuffed with #romance goodies:

via @AriaGlazki #bookworm #ValentinesDay https://t.co/thB3ATs2oO",FALSE,0,NA,2017-02-16 03:21:04,FALSE,NA,"832067241768214528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LauraLusReviews",0,FALSE,FALSE,NA,NA
"1048","RT @mishacollins: As #ValentinesDay draws to a close, I just want to say: immigrants, you are  <U+2764>ed. And we will stand by you.",FALSE,0,NA,2017-02-16 03:21:03,FALSE,NA,"832067241092988928",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","AlexWin18691763",4550,TRUE,FALSE,NA,NA
"1049","RT @KivaConfections: 'A solid choice for your special sweetie.' The Best #Cannabis #Chocolates to Give on #ValentinesDay, via @MERRYJANE ht…",FALSE,0,NA,2017-02-16 03:21:03,FALSE,NA,"832067240551813121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BillickJosef",5,TRUE,FALSE,NA,NA
"1050","RT @DjIso10: <U+092E><U+0948><U+0902> <U+0935><U+0948><U+0932><U+0947><U+0902><U+091F><U+093E><U+0907><U+0928><U+094D><U+0938> <U+0921><U+0947> <U+092B><U+0932><U+0947><U+0928><U+094D><U+091F><U+093F><U+0928><U+0947><U+0938> <U+0921><U+0947> <U+0928><U+0939><U+0940><U+0902> <U+092E><U+093E><U+0928><U+0924><U+093E>,
<U+091C><U+093F><U+0938> <U+0926><U+093F><U+0928> <U+0938><U+0947> <U+092E><U+0948><U+0902> <U+092A><U+094D><U+092F><U+093E><U+0930> <U+0915><U+0930><U+0942><U+0901><U+0917><U+093E>, <U+0909><U+0938> <U+0926><U+093F><U+0928> <U+0938><U+0947> <U+0924><U+094B> <U+0930><U+094B><U+091C> <U+0935><U+0948><U+0932><U+0902><U+091F><U+093E><U+0907><U+0928><U+094D><U+0938> <U+0921><U+0947> <U+0939><U+094B><U+0917><U+093E><U+0964>
#ValentinesDay…",FALSE,0,NA,2017-02-16 03:21:03,FALSE,NA,"832067239771766789",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","neeti_ns",58,TRUE,FALSE,NA,NA
"1051","RT @cavs: This #ValentinesDay video was worth the wait … our squad will always love you. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> https://t.co/QUDTvpHuCY",FALSE,0,NA,2017-02-16 03:21:03,FALSE,NA,"832067237599133698",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AllyForman1",595,TRUE,FALSE,NA,NA
"1052","RT @Interior: These snuggly baby foxes @AcadiaNPS are beyond cute! Happy #ValentinesDay! #Maine https://t.co/aSDQ4sVvWs",FALSE,0,NA,2017-02-16 03:21:01,FALSE,NA,"832067232280805376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mc_pentz",502,TRUE,FALSE,NA,NA
"1053","RT @popwrecked: Happy Day After #ValentinesDay From #PopwreckedApproved @AbiRatchford https://t.co/BZSR4U43St",FALSE,0,NA,2017-02-16 03:21:01,FALSE,NA,"832067231907344384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GraaskampAshli",2005,TRUE,FALSE,NA,NA
"1054","RT @incredibleindia: Celebrate the day of love at Taj Mahal, the symbol of timeless love. #UttarPradesh #ValentinesDay #IncredibleIndia htt…",FALSE,0,NA,2017-02-16 03:20:58,FALSE,NA,"832067216036208640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hallnicks",68,TRUE,FALSE,NA,NA
"1055","RT @CraftCannabis: what better kind of flower bouquet to receive on #ValentinesDay than one you can smoke? visit https://t.co/0XG1Fpsoyx fo…",FALSE,0,NA,2017-02-16 03:20:52,FALSE,NA,"832067194682904576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BillickJosef",2,TRUE,FALSE,NA,NA
"1056","RT @A_Fuckin_Maniak: BITCHES IS GREEZY IN MY CITY! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>#ValentinesDay #OnlyInKansasCityMissouri https://t.co/TmopN4Kwkk",FALSE,0,NA,2017-02-16 03:20:51,FALSE,NA,"832067187695300608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bforblessing",13,TRUE,FALSE,NA,NA
"1057","RT @spurs: We hope your #ValentinesDay is a Slam Dunk.

<U+2764><U+FE0F>, @spurs https://t.co/6RknbOA1Yg",FALSE,0,NA,2017-02-16 03:20:49,FALSE,NA,"832067181160587268",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SRWehland",424,TRUE,FALSE,NA,NA
"1058","RT @bestofmargot: Happy #ValentinesDay <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9> https://t.co/jhkwvOGHzW",FALSE,0,NA,2017-02-16 03:20:49,FALSE,NA,"832067178547527681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thzmodernage",195,TRUE,FALSE,NA,NA
"1059","RT @popwrecked: Happy Day After #ValentinesDay From #PopwreckedApproved @AbiRatchford https://t.co/BZSR4U43St",FALSE,0,NA,2017-02-16 03:20:43,FALSE,NA,"832067155139063809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leia_caldwell",2005,TRUE,FALSE,NA,NA
"1060","RT @ChrisKrxss: My #ValentinesDay... as usual.<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>
#ForeverAlone
https://t.co/J4xQ5w0DqU",FALSE,0,NA,2017-02-16 03:20:43,FALSE,NA,"832067154606440449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","primetime_wr",20,TRUE,FALSE,NA,NA
"1061","RT @AaronSalemMusic: Last night... <U+2665> #ValentinesDay https://t.co/TrtMrqR556",FALSE,0,NA,2017-02-16 03:20:42,FALSE,NA,"832067152786006016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","YoSwag82901",4,TRUE,FALSE,NA,NA
"1062","Thank you ! happy Be-lated #ValentinesDay @Our_Oasis @TheBugBarians @Kugey @LoriMoreno @topcat2014 @cindycapo @_North_Carolina",FALSE,0,"Our_Oasis",2017-02-16 03:20:41,FALSE,"831500285520404480","832067147715198976","2461589815","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DocMazz_OSU",0,FALSE,FALSE,NA,NA
"1063","RT @ArchieComics: We've got a special #ValentinesDay message for all of our fans from #Riverdale's @colesprouse &amp; @kj_apa! <ed><U+00A0><U+00BD><ed><U+00B2><U+009E> https://t.co/W…",FALSE,0,NA,2017-02-16 03:20:40,FALSE,NA,"832067142547705856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aimeesinger1",1415,TRUE,FALSE,NA,NA
"1064","Tell us why nutrition is important to you: #WhyIFeedWestchester

Just because #ValentinesDay is over doesn’t mean the love ends! #FB4W",FALSE,0,NA,2017-02-16 03:20:40,FALSE,NA,"832067141247574016",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","VictoriaFB4W",0,FALSE,FALSE,NA,NA
"1065","Real-life couples-and-singles-get real on romance in #NYC. <ed><U+00A0><U+00BD><ed><U+00B1><U+00AC><ed><U+00A0><U+00BD><ed><U+00B1><U+00AB><ed><U+00A0><U+00BD><ed><U+00B1><U+00AD><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>@theodysseyonline https://t.co/88ZQrT8MGj… https://t.co/tUEq0FtMnr",FALSE,0,NA,2017-02-16 03:20:40,TRUE,NA,"832067141117566977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaryGenevaNYC",0,FALSE,FALSE,NA,NA
"1066","RT @cavs: This #ValentinesDay video was worth the wait … our squad will always love you. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> https://t.co/QUDTvpHuCY",FALSE,0,NA,2017-02-16 03:20:40,FALSE,NA,"832067140517769217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_kdaugherty",595,TRUE,FALSE,NA,NA
"1067","Valentine's Day STEM Activities- Science Kiddo https://t.co/3REKT0imIl #ValentinesDay",FALSE,0,NA,2017-02-16 03:20:39,FALSE,NA,"832067137732804609",NA,"<a href=""http://www.pearltrees.com/"" rel=""nofollow"">Pearltrees Connect</a>","EPSscience",0,FALSE,FALSE,NA,NA
"1068","RT @ComicBookTalks: Cause even Batman needs love #ValentinesDay https://t.co/VeibZrdoHr",FALSE,0,NA,2017-02-16 03:20:37,FALSE,NA,"832067129486741506",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JujuhBravo",40,TRUE,FALSE,NA,NA
"1069","RT @ShadowhuntersTV: A valentine for Valentine by Clary Fray. <ed><U+00A0><U+00BD><ed><U+00B2><U+009C> // @Kat_McNamara #ValentinesDay #Shadowhunters https://t.co/7hTbcELxeo",FALSE,0,NA,2017-02-16 03:20:35,FALSE,NA,"832067121865584640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","evybearr",972,TRUE,FALSE,NA,NA
"1070","RT @dannapaola: Ellos hacen mi vida mas feliz, más bonita, más amena ... <U+2665><U+FE0F> aunque no me gusta #valentinesday… https://t.co/jYbJk6KA9c",FALSE,0,NA,2017-02-16 03:20:35,FALSE,NA,"832067121580371969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DannaFrasesDp",104,TRUE,FALSE,NA,NA
"1071","RT @lovesmplybeauty: All You Need Is Love Printable #free in the LPB resource library! Click---&gt;&gt; https://t.co/ufp1TMw0XV #valentinesday #f…",FALSE,0,NA,2017-02-16 03:20:34,FALSE,NA,"832067115700146177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","houseofkerrs",14,TRUE,FALSE,NA,NA
"1072","RT @dannapaola: ¡NUEVO VIDEO! <U+2665><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+0094> #valentinesday #NoviaPsicopata @LosRules @Jorge_Anzaldo @dgocardenas https://t.co/2xQcKarvFP https://t.co…",FALSE,0,NA,2017-02-16 03:20:33,FALSE,NA,"832067111572819969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DannaFrasesDp",130,TRUE,FALSE,NA,NA
"1073","A great great #ValentinesDay #Vlog, thanks for the love <U+2764><U+FE0F> and RTs: https://t.co/1z0Qh6Tyn5",FALSE,0,NA,2017-02-16 03:20:31,FALSE,NA,"832067105520492545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SethJamesDeMoor",0,FALSE,FALSE,NA,NA
"1074","RT @popwrecked: Happy Day After #ValentinesDay From #PopwreckedApproved @AbiRatchford https://t.co/BZSR4U43St",FALSE,0,NA,2017-02-16 03:20:27,FALSE,NA,"832067088894226433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gelt_hayley",2005,TRUE,FALSE,NA,NA
"1075","I wonder how many abortions are gonna take place over the course of the next month since yesterday was #valentinesday <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>",FALSE,0,NA,2017-02-16 03:20:24,FALSE,NA,"832067076563025922",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","HVRLAN",0,FALSE,FALSE,NA,NA
"1076","RT @WaitressMusical: From: #WaitressMusical
To: @SaraBareilles
We choose YOU this #ValentinesDay! <U+2764><U+FE0F> https://t.co/RSGlfQSQux",FALSE,0,NA,2017-02-16 03:20:23,FALSE,NA,"832067072691675136",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","blubutterfli79",557,TRUE,FALSE,NA,NA
"1077","RT @IndigoNation_IN: Who said only couples cud celebrate #ValentinesDay? Share a picture of you &amp; your #onetruevalentine &amp; stand a chance t…",FALSE,0,NA,2017-02-16 03:20:22,FALSE,NA,"832067068707102721",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sunitakatyal",52,TRUE,FALSE,NA,NA
"1078","RT @MrGeographer: Geography #ValentinesDay https://t.co/WGhhdPButG",FALSE,0,NA,2017-02-16 03:20:22,FALSE,NA,"832067066958114816",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","bigblueteacher",12,TRUE,FALSE,NA,NA
"1079","RT @FrameofMind0502: 151122 <U+B354><U+B180><U+C790> <U+CF58><U+C11C><U+D2B8> 

Happy Valentine's Day <ed><U+00A0><U+00BD><ed><U+00B2><U+0093>
@BamBam1A 
#ValentinesDay #LoveHappens

#<U+AC13><U+C138><U+BE10> #GOT7 #<U+BC40><U+BC40> #BAMBAM https://t.co/A…",FALSE,0,NA,2017-02-16 03:20:14,FALSE,NA,"832067032501800961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pintira_tewarit",829,TRUE,FALSE,NA,NA
"1080","RT @jassit5: https://t.co/uisTX90qBH  #ArtbyJanisTafoya #Tropical #Flowers #Forest #ValentinesDay #FreeShipUSA https://t.co/lnDiZ7sE77",FALSE,0,NA,2017-02-16 03:20:12,FALSE,NA,"832067024159330305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pazzlet4",54,TRUE,FALSE,NA,NA
"1081","RT @MakersMark: A sweetheart of a cocktail to please any palate on #ValentinesDay. Recipe here: https://t.co/XH5QZnhkJb @FredMinnick @Pamel…",FALSE,0,NA,2017-02-16 03:20:12,FALSE,NA,"832067023735779328",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","zzbluebrass",11,TRUE,FALSE,NA,NA
"1082","RT @IndigoNation_IN: Who said only couples cud celebrate #ValentinesDay? Share a picture of you &amp; your #onetruevalentine &amp; stand a chance t…",FALSE,0,NA,2017-02-16 03:20:11,FALSE,NA,"832067020715876360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sunitakatyal",18,TRUE,FALSE,NA,NA
"1083","Last night @DitaVonTeese #Burlesque show and now tonight double feature @xXxMovie &amp; @ResidentEvil with @OdetteCoquette = Best #ValentinesDay",FALSE,0,NA,2017-02-16 03:20:08,FALSE,NA,"832067009844228096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KurtChristenson",0,FALSE,FALSE,NA,NA
"1084","RT @samwhiteout: Shall we? <U+2764><U+FE0F> #ValentinesDay https://t.co/CwQanzWTYR",FALSE,0,NA,2017-02-16 03:20:05,FALSE,NA,"832066996300816384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HimHeMe",217,TRUE,FALSE,NA,NA
"1085","RT @MariahTrends: PIC: @MariahCarey celebrating #ValentinesDay last night. <ed><U+00A0><U+00BC><ed><U+00BD><U+00AB>#CandyBra https://t.co/svFBPvaqtm",FALSE,0,NA,2017-02-16 03:20:03,FALSE,NA,"832066985961861121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daydreamlamb95",35,TRUE,FALSE,NA,NA
"1086","RT @TammyPescatelli: #50ShadesDarker #50ShadesOfGrey #ValentinesDay https://t.co/G4J3vwATUa",FALSE,0,NA,2017-02-16 03:19:56,FALSE,NA,"832066959575490560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SandyCannington",9,TRUE,FALSE,NA,NA
"1087","RT @MariahTrends: PIC: @MariahCarey celebrating #ValentinesDay last night. <ed><U+00A0><U+00BC><ed><U+00BD><U+00AB>#CandyBra https://t.co/svFBPvaqtm",FALSE,0,NA,2017-02-16 03:19:56,FALSE,NA,"832066959105724416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aReal_mfTHUGG",35,TRUE,FALSE,NA,NA
"1088","RT @AvaMoorex: Bonne nuit mes aMoore <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>
Dernière photo pour la participation au concours #ValentinesDay #cam4 @Cam4_FR @Cam4 https://t.co/my…",FALSE,0,NA,2017-02-16 03:19:56,FALSE,NA,"832066957251747841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","juanchocachon2",14,TRUE,FALSE,NA,NA
"1089","RT @cavs: This #ValentinesDay video was worth the wait … our squad will always love you. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> https://t.co/QUDTvpHuCY",FALSE,0,NA,2017-02-16 03:19:55,FALSE,NA,"832066952533270528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kidpolothegreat",595,TRUE,FALSE,NA,NA
"1090","RT @BjobsForeverxxx: #TittyFuckTuesday on #valentinesday <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9> https://t.co/q9Ky7AzzTk",FALSE,0,NA,2017-02-16 03:19:53,FALSE,NA,"832066947474915332",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zeus_sandoval",46,TRUE,FALSE,NA,NA
"1091","RT @Ellena_HKJ: <U+0644><U+0627><U+062A><U+0632><U+0639><U+0644> <U+0623><U+0630><U+0627> <U+0627><U+062C><U+0649> #<U+0639><U+064A><U+062F>_<U+0627><U+0644><U+062D><U+0628> <U+0648><U+0623><U+0646><U+062A> <U+0628><U+0644><U+0627> <U+062D><U+0628><U+064A><U+0628>
<U+0627><U+0632><U+0639><U+0644> <U+0627><U+0630><U+0627> <U+0627><U+062C><U+0649> <U+0639><U+064A><U+062F> <U+0627><U+0644><U+0639><U+0645><U+0627><U+0644> <U+0648><U+0627><U+0646><U+062A> <U+0628><U+0644><U+0627> <U+0634><U+063A><U+0644><U+270B><ed><U+00A0><U+00BD><ed><U+00B8><U+0089>

#<U+0634><U+0648>_<U+0628><U+062F><U+0643>_<U+062A><U+0639><U+0645><U+0644>_<U+0628><U+0627><U+0644><U+0641><U+0644><U+0646><U+062A><U+0627><U+064A><U+0646> 
#ValentinesDay
#hap…",FALSE,0,NA,2017-02-16 03:19:53,FALSE,NA,"832066944761217026",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I2OMbrnwzgIt1Gc",69,TRUE,FALSE,NA,NA
"1092","RT @CSLewisDaily: “Love is something more stern and splendid than mere kindness.""
#CSLewis | #ValentinesDay https://t.co/8hdwXqEfCB",FALSE,0,NA,2017-02-16 03:19:49,FALSE,NA,"832066928806154240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EmeryLay",831,TRUE,FALSE,NA,NA
"1093","We could all use a little more kindness..

#starbucks #valentinesday #vday #roses #love #single #randomact #kindness https://t.co/AmrHGE9uY0",FALSE,0,NA,2017-02-16 03:19:47,FALSE,NA,"832066918752325635",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","UpCloseandCaff",0,FALSE,FALSE,NA,NA
"1094","RT @UNVolunteers: This #ValentinesDay say ""I DON'T""! <U+2192> https://t.co/cFPWAdfNvn  #IDONT @UNFPA https://t.co/7wCF2CcRks",FALSE,0,NA,2017-02-16 03:19:45,FALSE,NA,"832066911223427073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shabbirul55",21,TRUE,FALSE,NA,NA
"1095","RT @OregonZoo: Happy #Valentinesday, to significant otters everywhere. https://t.co/hVeOl1Da49",FALSE,0,NA,2017-02-16 03:19:43,FALSE,NA,"832066903808045056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tanyushah1",339,TRUE,FALSE,NA,NA
"1096","RT @HopePastures: The Horse Family where given their #ValentinesDay carrots today kindly donated by Abigail @HappinessPursue just look at h…",FALSE,0,NA,2017-02-16 03:19:42,FALSE,NA,"832066901366837248",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","DuniganEliana",21,TRUE,FALSE,NA,NA
"1097","RT @Hunter_Shawley: I found a picture of my X today #ValentinesDay XD https://t.co/hcxa8bNRAD",FALSE,0,NA,2017-02-16 03:19:42,FALSE,NA,"832066898753896448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hunter_Shawley",1,TRUE,FALSE,NA,NA
"1098","RT @MariahTrends: PIC: @MariahCarey celebrating #ValentinesDay last night. <ed><U+00A0><U+00BC><ed><U+00BD><U+00AB>#CandyBra https://t.co/svFBPvaqtm",FALSE,0,NA,2017-02-16 03:19:42,FALSE,NA,"832066897948536832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheeDanielR",35,TRUE,FALSE,NA,NA
"1099","RT @LouisT91Updates: <ed><U+00A0><U+00BD><ed><U+00B3><U+00B2> | Bloopers for the #ValentinesDay messages. Catch Louis around 00:27 <ed><U+00A0><U+00BD><ed><U+00B8><U+009D><ed><U+00A0><U+00BD><ed><U+00B8><U+009D>. Wishing love ! 

Feb 14, 2017 • ©@iHeartRad…",FALSE,0,NA,2017-02-16 03:19:40,FALSE,NA,"832066889547448320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eimr98",3747,TRUE,FALSE,NA,NA
"1100","RT @pitbull: Show someone you care this #ValentinesDay with my new album #ClimateChange to be released on March 17 and pre-order starts Feb…",FALSE,0,NA,2017-02-16 03:19:38,FALSE,NA,"832066880680648704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","helen_milen",268,TRUE,FALSE,NA,NA
"1101","RT @ShadowhuntersTV: A valentine to Valentine by Luke Garroway. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> // @IsaiahMustafa #ValentinesDay #Shadowhunters https://t.co/c0YBAeuJWI",FALSE,0,NA,2017-02-16 03:19:34,FALSE,NA,"832066867783032832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","evybearr",575,TRUE,FALSE,NA,NA
"1102","RT @KETCHUPnim: 170214 #ValentinesDay #OT9

https://t.co/RSQWNFkDKy (14.6mb)

<ed><U+00A0><U+00BC><ed><U+00B7><U+00B4><U+FE0F><ed><U+00A0><U+00BC><ed><U+00B7><U+00B9><U+FE0F>9<U+FE0F><U+20E3> #TWICE #<U+D2B8><U+C640><U+C774><U+C2A4> https://t.co/jdKLWAM7U6",FALSE,0,NA,2017-02-16 03:19:32,FALSE,NA,"832066857406337024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chiwang718",574,TRUE,FALSE,NA,NA
"1103","We hope you had a wonderful #ValentinesDay with your favorite travel buddy! https://t.co/SKdhn1WGeq",FALSE,0,NA,2017-02-16 03:19:27,FALSE,NA,"832066835696775172",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MilesintoMemory",0,FALSE,FALSE,NA,NA
