"","count","lat","lon"
"166",1,27.4779362,-99.549573
"167",1,27.558931,-99.475782
"168",12,27.6648274,-81.5157535
"169",1,27.7205407,-82.7430015
"170",1,27.7518284,-82.6267345
"171",1,27.8005828,-97.396381
"172",1,27.950575,-82.4571776
"173",1,28.0196825,83.804868
"174",1,28.0222435,-81.7328567
"175",1,28.2143574,-82.7350514
"176",1,28.394857,84.124008
"177",2,28.4594965,77.0266383
"178",1,28.5383355,-81.3792365
"179",2,28.6139391,77.2090212
"180",1,28.660437,-106.1020263
"181",1,28.669997,-81.2081203
"182",1,28.6839885,-17.7645747
"183",1,28.7040592,77.1024902
"184",1,29.0587757,76.085601
"185",1,29.0971845,75.9637413
"186",1,29.4156061,78.993862
"187",4,29.4241219,-98.4936282
"188",1,29.6286476,-98.4889642
"189",5,29.7604267,-95.3698028
"190",1,29.7803257,-95.3259358
"191",1,29.7857853,-95.8243956
"192",1,29.9510658,-90.0715323
"193",1,30.1765914,-85.8054879
"194",1,30.2265949,-93.2173758
"195",1,30.2319222,-97.7865569
"196",1,30.2657655,-94.1996286
"197",1,30.267153,-97.7430608
"198",1,30.3870686,-97.7036561
"199",1,30.4382559,-84.2807329
"200",1,30.4582829,-91.1403196
"201",1,30.5177349,-92.4888303
"202",1,30.5464236,-97.6222665
"203",1,30.8327022,-83.2784851
"204",1,30.8471283,-90.153141
"205",1,30.9842977,-91.9623327
"206",1,31.2000924,29.9187387
"207",1,31.302014,-98.1690023
"208",1,31.4705486,-7.3940083
"209",1,31.6786179,-92.1141194
"210",1,31.7243416,-106.4899163
"211",9,31.9685988,-99.9018131
"212",1,32.0835407,-81.0998342
"213",1,32.0953622,-91.7045307
"214",6,32.1656221,-82.9000751
"215",1,32.2217429,-110.926479
"216",1,32.3078,-64.7505
"217",4,32.3182314,-86.902298
"218",1,32.3546679,-89.3985283
"219",1,32.3668052,-86.2999689
"220",1,32.412215,-81.78419
"221",1,32.5093109,-92.1193012
"222",1,32.5184775,-92.1476353
"223",1,32.5685837,-116.6346969
"224",1,32.6317502,-80.8723382
"225",1,32.6926512,-114.6276916
"226",5,32.715738,-117.1610838
"227",1,32.7764749,-79.9310512
"228",3,32.7766642,-96.7969879
"229",1,32.7965165,-96.5608242
"230",1,32.8015565,-96.8002704
"231",1,32.940444,-97.1060202
"232",1,32.9620968,-96.7863844
"233",1,33.2098407,-87.5691735
"234",1,33.2148412,-97.1330683
"235",1,33.234281,-86.4835916
"236",1,33.2811215,-86.8113733
"237",1,33.3061605,-111.8412502
"238",1,33.4197221,-111.9313334
"239",1,33.4255104,-111.9400054
"240",2,33.4483771,-112.0740373
"241",1,33.4941704,-111.9260519
"242",1,33.5311541,-111.9426452
"243",1,33.5967091,-83.860493
"244",1,33.6189101,-117.9289469
"245",1,33.7079189,-84.487122
"246",1,33.7091847,-117.9536697
"247",1,33.7128611,-117.7913747
"248",5,33.7489954,-84.3879824
"249",1,33.7589188,-84.3640829
"250",2,33.7700504,-118.1937395
"251",1,33.7809672,-84.3687383
"252",2,33.836081,-81.1637245
"253",1,33.8517599,-84.364255
"254",1,33.934356,-117.560941
"255",1,33.935768,-118.119984
"256",1,33.976817,-118.407293
"257",1,34.0007104,-81.0348144
"258",1,34.0255823,-118.2772773
"259",1,34.0381473,-118.388224
"260",1,34.0483215,-118.2548493
"261",1,34.0483474,-117.2611527
"262",3,34.0489281,-111.0937311
"263",1,34.0500313,-84.0885761
"264",36,34.0522342,-118.2436849
"265",1,34.0564227,-118.4136037
"266",2,34.0686206,-118.0275667
"267",1,34.0736204,-118.4003563
"268",1,34.0810165,-118.4126452
"269",1,34.0900091,-117.8903397
"270",4,34.0928092,-118.3286614
"271",1,34.1083449,-117.2897652
"272",1,34.1140497,-83.9811014
"273",1,34.1381168,-118.3533783
"274",1,34.1425078,-118.255075
"275",1,34.1683313,-118.5721838
"276",1,34.1705609,-118.8375937
"277",1,34.2143159,-80.973977
"278",1,34.2257255,-77.9447102
"279",3,34.2331373,-102.4107493
"280",1,34.2367621,-84.4907621
"281",1,34.3614336,-86.3442107
"282",1,34.5008311,-117.1858759
"283",1,34.5959265,-92.4890469
"284",1,34.8526176,-82.3940104
"285",2,35.0077519,-97.092877
"286",1,35.0526641,-78.8783585
"287",1,35.0622085,-85.3070138
"288",1,35.0853336,-106.6055534
"289",3,35.1495343,-90.0489801
"290",1,35.1795543,129.0756416
"291",1,35.20105,-91.8318334
"292",1,35.2067802,-85.9061964
"293",1,35.2205059,-80.8575394
"294",1,35.2225668,-97.4394777
"295",2,35.2270869,-80.8431267
"296",1,35.4087517,-80.579511
"297",1,35.4437078,139.6380256
"298",1,35.4475073,139.6423446
"299",1,35.4661613,-82.5166982
"300",2,35.4675602,-97.5164276
"301",2,35.5174913,-86.5804473
"302",1,35.6224925,139.376838
"303",1,35.6894875,139.6917064
"304",1,35.6938401,139.7035494
"305",8,35.7595731,-79.0192997
"306",2,35.7795897,-78.6381787
"307",1,35.789286,-78.637452
"308",1,35.8240265,-80.2533838
"309",1,35.8456213,-86.39027
"310",1,35.859466,-86.4470038
"311",1,35.86166,104.195397
"312",1,35.9606384,-83.9207392
"313",1,35.9940329,-78.898619
"314",1,36.0331164,-86.7827772
"315",1,36.1211957,-115.1740735
"316",1,36.1611747,-115.1219028
"317",3,36.1626638,-86.7816016
"318",5,36.1699412,-115.1398296
"319",1,36.1795891,-86.8909288
"320",3,36.204824,138.252924
"321",1,36.3614749,-121.856261
"322",1,36.595141,-82.1888089
"323",1,36.6002378,-121.8946761
"324",1,36.6777372,-121.6555013
"325",1,36.7468422,-119.7725868
"326",17,36.778261,-119.4179324
"327",1,36.9741171,-122.0307963
"328",1,37.0298687,-76.3452218
"329",1,37.050252,-122.010003
"330",39,37.09024,-95.712891
"331",1,37.1767249,-94.5655066
"332",1,37.3742998,-122.0549015
"333",1,37.3998093,-121.8882035
"334",1,37.4200507,-122.1750657
"335",3,37.4315734,-78.6568942
"336",1,37.447978,-122.159285
"337",1,37.4784878,126.8642888
"338",1,37.4946568,-120.8465941
"339",1,37.4950478,-94.2766148
"340",1,37.5061069,-77.6490005
"341",1,37.5105474,-122.2510484
"342",1,37.5407246,-77.4360481
"343",1,37.566535,126.9779692
"344",1,37.6818745,-121.7680088
"345",2,37.6871761,-97.330053
"346",1,37.7107484,-120.1972129
"347",1,37.7327263,-87.1821709
"348",1,37.7590318,-77.4799837
"349",6,37.7749295,-122.4194155
"350",1,37.7849105,-122.4082053
"351",1,37.8043637,-122.2711137
"352",2,37.8271784,-122.2913078
"353",1,37.8393332,-84.2700179
"354",1,37.8592479,-83.9185323
"355",1,37.9357576,-122.3477486
"356",3,37.9642529,-91.8318334
"357",1,37.9871454,-122.5888686
"358",1,38.2097967,-84.5588311
"359",1,38.232417,-122.6366524
"360",1,38.2493581,-122.0399663
"361",2,38.2526647,-85.7584557
"362",1,38.3475584,-90.9834027
"363",1,38.381001,-0.770362
"364",1,38.4087993,-121.3716178
"365",1,38.440429,-122.7140548
"366",1,38.5024689,-122.2653887
"367",3,38.5815719,-121.4943996
"368",1,38.5976262,-80.4549026
"369",2,38.6270025,-90.1994042
"370",1,38.6779591,-121.1760583
"371",1,38.7222524,-9.1393366
"372",1,38.7358933,-85.3799577
"373",1,38.7521235,-121.2880059
"374",1,38.8026097,-116.419389
"375",1,38.8338816,-104.8213634
"376",1,38.8456051,-77.0772403
"377",1,38.8462236,-77.3063733
"378",5,38.9071923,-77.0368707
"379",2,38.927775,-77.216339
"380",1,39.0325249,-84.4651644
"381",5,39.0457549,-76.6412712
"382",1,39.0532746,-84.6630165
"383",1,39.0714491,-84.5321652
"384",2,39.0997265,-94.5785667
"385",1,39.1031182,-84.5120196
"386",1,39.1836082,-96.5716694
"387",1,39.2536967,-84.7915999
"388",2,39.2903848,-76.6121893
"389",3,39.3209801,-111.0937311
"390",1,39.4290415,-76.3557028
"391",1,39.4795571,-97.6982272
"392",1,39.4937392,-6.0679194
"393",1,39.5500507,-105.7820674
"394",1,39.6349826,-79.9552667
"395",1,39.645624,-84.147373
"396",2,39.7392358,-104.990251
"397",1,39.768403,-86.158068
"398",1,39.7817213,-89.6501481
"399",1,39.8019322,-105.5141639
"400",3,39.8289369,-84.8902382
"401",1,39.832935,-85.3510865
"402",1,39.8434432,-105.1507059
"403",1,39.8466556,-82.8123646
"404",1,39.9525839,-75.1652215
"405",3,39.9611755,-82.9987942
"406",1,39.965312,-85.9747029
"407",1,39.9688817,-74.948886
"408",1,39.9689532,-82.9376804
"409",1,39.9832775,-85.8539584
"410",1,40.0149856,-105.2705456
"411",1,40.0514269,-87.4333482
"412",2,40.0583238,-74.4056612
"413",1,40.1791857,44.4991029
"414",1,40.2279027,-3.7588498
"415",1,40.2386288,-74.7283267
"416",3,40.2671941,-86.1349019
"417",1,40.3356483,-75.9268747
"418",1,40.3470543,-74.0643065
"419",1,40.3572976,-74.6672226
"420",1,40.391774,-74.3984834
"421",9,40.4172871,-82.907123
"422",5,40.4406248,-79.9958864
"423",1,40.4455627,-79.9276651
"424",1,40.4510694,-80.0198957
"425",1,40.4594021,-74.360846
"426",2,40.463667,-3.74922
"427",1,40.560366,-90.1610378
"428",2,40.5795317,-74.1502007
"429",1,40.6261638,-74.0329499
"430",1,40.6331249,-89.3985283
"431",3,40.6781784,-73.9441579
"432",1,40.6859874,-111.8573642
"433",1,40.6968489,-79.1844925
"434",1,40.7062104,-73.3062302
"435",21,40.7127837,-74.0059413
"436",1,40.721953,-75.4696699
"437",1,40.7220997,-73.6505722
"438",1,40.7237712,-73.9923909
"439",1,40.7273716,-73.9857809
"440",1,40.7290261,-74.000394
"441",1,40.740083,-73.9903489
"442",1,40.7407162,-73.9928977
"443",1,40.7419533,-73.662138
"444",1,40.7422572,-73.6742323
"445",1,40.744679,-73.9485424
"446",1,40.7516884,-92.4149074
"447",1,40.752167,-73.999702
"448",1,40.7607793,-111.8910474
"449",1,40.7609674,-73.9823784
"450",1,40.7705903,-74.0201431
"451",1,40.7738597,-73.9808909
"452",1,40.7764882,-73.4673454
"453",1,40.787878,-74.3882072
"454",1,40.7882723,-80.1436057
"455",1,40.789142,-73.134961
"456",3,40.7989473,-81.378447
"457",1,40.8257625,-96.6851982
"458",1,40.8447819,-73.8648268
"459",1,40.8606937,-82.3201275
"460",1,40.8656515,-75.2065676
"461",1,40.9481078,-83.9610538
"462",2,41.0814447,-81.5190053
"463",1,41.1339449,-81.4845585
"464",1,41.1595005,-81.4403898
"465",1,41.1767623,-74.4565453
"466",1,41.1828302,-83.6782668
"467",1,41.1865478,-73.1951767
"468",6,41.2033216,-77.1945247
"469",1,41.20438,74.766098
"470",1,41.2381096,-81.8418006
"471",1,41.2523634,-95.9979883
"472",1,41.2917475,-75.8746407
"473",1,41.3747744,-83.6513229
"474",1,41.3894905,-82.0190321
"475",1,41.3937162,-72.8973496
"476",1,41.3978217,-82.2223774
"477",2,41.4124339,-81.8479925
"478",1,41.452819,-82.1823746
"479",1,41.4619986,-81.0737079
"480",3,41.49932,-81.6943605
"481",1,41.506431,-81.699154
"482",1,41.525031,-88.0817251
"483",1,41.5772115,-93.711332
"484",6,41.6002842,-73.9202391
"485",1,41.6005448,-93.6091064
"486",3,41.6032207,-73.087749
"487",1,41.7033177,-93.0573533
"488",1,41.7435073,-88.0118473
"489",1,41.8077115,-87.7602365
"490",1,41.8297694,-86.2541768
"491",2,41.8780025,-93.097702
"492",13,41.8781136,-87.6297982
"493",1,41.8813678,-87.6717522
"494",2,41.8873607,-87.6184065
"495",1,41.8903847,-87.623841
"496",1,41.902916,12.453389
"497",5,41.909611,-87.771964
"498",1,41.9484384,-87.6553327
"499",1,42.0834335,-71.0183787
"500",1,42.1292241,-80.085059
"501",1,42.182528,-72.2152909
"502",1,42.2411499,-83.6129939
"503",1,42.2579713,-71.0771663
"504",1,42.2711311,-89.0939952
"505",1,42.2808256,-83.7430378
"506",2,42.331427,-83.0457538
"507",5,42.3600825,-71.0588801
"508",1,42.3627257,-71.0994888
"509",1,42.3702996,-87.9020186
"510",1,42.4072107,-71.3824374
"511",2,42.43472,-83.985
"512",1,42.4989936,-83.3677168
"513",1,42.5355277,-72.5353437
"514",1,42.5475383,-71.2785583
"515",1,42.6820825,-83.0697942
"516",2,42.6977082,23.3218675
"517",1,42.7261309,-87.7828523
"518",1,42.732535,-84.5555347
"519",3,42.8864468,-78.8783689
"520",1,43.0389025,-87.9064736
"521",1,43.0620958,141.3543763
"522",1,43.0717552,-70.7625532
"523",1,43.0751946,-70.760349
"524",1,43.0759678,-107.2902839
"525",1,43.1086741,-77.4874959
"526",1,43.1178145,5.8163938
"527",1,43.16103,-77.6109219
"528",2,43.1938516,-71.5723953
"529",1,43.2209426,-77.2833793
"530",1,43.2341813,-86.2483921
"531",1,43.296482,5.36978
"532",1,43.3766665,-99.8590069
"533",1,43.450301,-80.4831917
"534",1,43.487633,-123.486364
"535",1,43.4978659,-79.6428425
"536",1,43.6121087,-116.3915131
"537",2,43.6187102,-116.2146068
"538",1,43.6524278,-79.3723763
"539",10,43.653226,-79.3831843
"540",1,43.6554565,-79.3588448
"541",1,43.7384176,7.4246158
"542",4,43.7844397,-88.7878678
"543",2,43.8041334,-120.5542012
"544",4,43.8169837,-79.532157
"545",1,44.1613624,-75.6981286
"546",1,44.305421,-81.272224
"547",3,44.3148443,-85.6023643
"548",1,44.381212,-79.692981
"549",2,44.519159,-88.019826
"550",1,44.5632875,-123.2624361
"551",1,44.5895244,-75.6842858
"552",1,44.6082966,-94.0805278
"553",1,44.6652059,-63.5677427
"554",1,44.6819866,-63.744311
"555",1,44.709294,-75.518972
"556",1,44.7717522,-96.6876197
"557",1,44.786568,20.4489216
"558",2,44.788241,20.4397566
"559",1,44.831446,-123.007418
"560",1,44.9522896,-93.2991931
"561",1,44.9537029,-93.0899578
"562",1,44.9666088,-93.2840725
"563",2,44.977753,-93.2650108
"564",1,45.0502435,-93.1566112
"565",1,45.070312,7.6868565
"566",1,45.0776135,9.3007441
"567",1,45.319212,-75.6691652
"568",1,45.4215296,-75.6971931
"569",1,45.487062,-122.8037102
"570",2,45.5016889,-73.567256
"571",5,45.5230622,-122.6764816
"572",1,45.5292666,-122.655448
"573",1,45.7030061,-97.7859363
"574",1,45.7466471,-122.5194378
"575",1,45.764043,4.835659
"576",2,46.227638,2.213749
"577",3,46.729553,-94.6858998
"578",1,46.7297771,-117.1817377
"579",1,46.7866719,-92.1004852
"580",1,46.8138783,-71.2079809
"581",1,46.8787176,-113.996586
"582",1,46.8796822,-110.3625658
"583",1,47.0378741,-122.9006951
"584",1,47.1661672,8.5154946
"585",1,47.50075,9.74231
"586",5,47.6062095,-122.3320708
"587",1,47.6189966,-122.3467204
"588",1,47.6543125,-122.3470603
"589",3,47.7510741,-120.7401386
"590",1,47.8458036,-122.2975124
"591",1,47.9105999,-122.2129227
"592",1,48.0517637,-122.1770818
"593",1,48.055423,17.570925
"594",1,48.3705449,10.89779
"595",1,48.4690758,-117.3155042
"596",1,48.7074303,2.1750239
"597",1,48.7202778,18.2560016
"598",2,48.856614,2.3522219
"599",1,49.6506376,-125.4493906
"600",3,49.895136,-97.1383744
"601",1,50.1109221,8.6821267
"602",1,50.169173,-5.107088
"603",1,50.3915811,-105.5348562
"604",1,50.658189,2.770103
"605",1,50.6938479,-1.304734
"606",1,51.01927,13.64157
"607",5,51.0486151,-114.0708459
"608",2,51.165691,10.451526
"609",3,51.253775,-85.3232139
"610",1,51.4085692,-0.4171484
"611",1,51.4332367,7.6615938
"612",1,51.4542645,-0.9781303
"613",2,51.4556432,7.0115552
"614",1,51.4939263,-0.1406489
"615",1,51.4968938,-0.1878107
"616",9,51.5073509,-0.1277583
"617",1,51.5237715,-0.1585385
"618",1,51.885644,-0.52039
"619",1,51.919438,19.145136
"620",1,52.1544607,-9.5668632
"621",1,52.205337,0.121817
"622",1,52.3555177,-1.1743197
"623",1,52.3702157,4.8951679
"624",1,52.6680204,-8.6304975
"625",1,52.6930156,4.8091029
"626",1,53.1355091,-57.6604364
"627",1,53.1423672,-7.6920536
"628",1,53.328,-2.229409
"629",1,53.3369132,-6.2523448
"630",1,53.3498053,-6.2603097
"631",1,53.3542999,-6.2642536
"632",1,53.4334046,-2.3851324
"633",1,53.52282,-1.128462
"634",1,53.544389,-113.4909267
"635",1,53.5510846,9.9936818
"636",1,53.55263,-1.479726
"637",1,53.697931,-2.695478
"638",2,53.7266683,-127.6476206
"639",1,53.7670855,-2.6983209
"640",1,53.8007554,-1.5490774
"641",1,53.9332706,-116.5765035
"642",1,54.7877149,-6.4923145
"643",1,55.126957,-1.510277
"644",9,55.378051,-3.435973
"645",1,55.65883,-111.163777
"646",10,56.130366,-106.346771
"647",1,59.3293235,18.0685808
"648",1,61.4498498,23.385144
